code,name,service_Charge,purchase_amount,recent1Month,recent3Month,recent6Month,recent1Year,recent3Year,from_Build,type,fund_scale,establishment_date,company
002663,前海开源沪港深大消费混合C,0.15%,100元起购,8.05%,11.61%,17.20%,24.32%,28.54%,28.80%,混合型,0.30亿元（2019-12-31）,2016-09-29,前海开源基金
002662,前海开源沪港深大消费混合A,0.15%,100元起购,8.09%,11.63%,17.18%,24.38%,29.21%,29.60%,混合型,0.10亿元（2019-12-31）,2016-09-29,前海开源基金
002739,泓德裕康债券C,0.00%,100元起购,2.44%,4.46%,5.09%,10.83%,23.29%,21.69%,债券型,0.18亿元（2019-12-31）,2016-07-15,泓德基金
002738,泓德裕康债券A,0.08%,100元起购,2.50%,4.59%,5.22%,11.20%,24.71%,23.21%,债券型,14.64亿元（2019-12-31）,2016-07-15,泓德基金
002737,泓德裕和纯债债券C,0.00%,100元起购,0.94%,1.90%,2.78%,5.35%,18.08%,18.20%,债券型,0.04亿元（2019-12-31）,2016-11-11,泓德基金
002736,泓德裕和纯债债券A,0.08%,100元起购,0.93%,1.96%,2.92%,5.74%,19.22%,19.70%,债券型,27.14亿元（2019-12-31）,2016-11-11,泓德基金
002735,泓德裕荣纯债债券C,0.00%,100元起购,1.14%,2.39%,3.16%,5.64%,18.12%,16.82%,债券型,0.13亿元（2019-12-31）,2016-08-15,泓德基金
002734,泓德裕荣纯债债券A,0.08%,100元起购,1.19%,2.49%,3.32%,6.03%,19.75%,56.27%,债券型,35.21亿元（2019-12-31）,2016-08-15,泓德基金
002733,上银慧盈利货币,暂停申购,暂停申购,0.21%,0.66%,1.32%,2.67%,11.16%,13.60%,货币型,2.50亿元（2019-12-31）,2016-05-17,上银基金
002732,长盛沪港深混合,0.15%,100元起购,4.74%,5.14%,9.31%,11.29%,8.02%,10.40%,混合型,1.10亿元（2019-12-31）,2016-07-05,长盛基金
002814,博时颐泰混合C,0.00%,100元起购,2.62%,5.96%,6.43%,10.75%,23.64%,23.15%,混合型,0.09亿元（2019-12-31）,2016-06-24,博时基金
002812,博时裕通定开债C,暂停申购,暂停申购,1.07%,2.02%,2.73%,4.57%,11.48%,12.03%,定开债券,0.00亿元（2019-12-31）,2016-07-15,博时基金
002811,博时裕顺纯债债券,0.08%,100元起购,0.72%,1.72%,3.03%,5.75%,17.41%,16.82%,债券型,5.66亿元（2019-12-31）,2016-06-23,博时基金
002810,金信转型创新成长混合发起式,0.15%,100元起购,8.26%,10.06%,9.21%,23.42%,-6.04%,-0.40%,混合型,0.73亿元（2019-12-31）,2016-06-08,金信基金
002808,泓德优势领航混合,0.15%,100元起购,9.20%,22.14%,29.77%,45.85%,46.86%,49.50%,混合型,6.61亿元（2019-12-31）,2016-12-21,泓德基金
002807,融通通安债券,0.08%,100元起购,0.98%,2.18%,2.88%,5.21%,17.05%,17.63%,债券型,10.14亿元（2019-12-31）,2016-07-21,融通基金
002806,浙商汇金聚利一年定开债C,0.00%,1000元起购,0.65%,1.58%,2.06%,4.54%,18.00%,16.35%,定开债券,6.05亿元（2019-12-31）,2016-08-01,浙商证券资管
002813,博时颐泰混合A,0.12%,100元起购,2.66%,6.10%,6.69%,11.30%,25.68%,25.43%,混合型,3.23亿元（2019-12-31）,2016-06-24,博时基金
002908,富国睿利定开混合发起式,暂停申购,暂停申购,5.16%,9.78%,14.09%,16.37%,25.44%,22.30%,混合型,0.89亿元（2019-12-31）,2016-09-29,富国基金
002901,财通资管积极收益债券A,0.08%,100元起购,1.17%,2.46%,3.39%,5.12%,17.83%,19.95%,债券型,1.10亿元（2019-12-31）,2016-07-19,财通资管
002907,南方中证500量化增强C,0.00%,100元起购,8.33%,19.91%,21.00%,28.28%,5.02%,6.60%,股票指数,1.36亿元（2019-12-31）,2016-11-23,南方基金
002906,南方中证500量化增强A,0.15%,100元起购,8.38%,20.00%,21.36%,28.93%,6.23%,7.40%,股票指数,3.91亿元（2019-12-31）,2016-11-23,南方基金
002905,博时安仁一年定开债C,0.00%,100元起购,0.86%,1.92%,2.38%,2.57%,12.27%,10.55%,定开债券,0.00亿元（2019-12-31）,2016-06-24,博时基金
002904,博时安仁一年定开债A,0.06%,100元起购,0.92%,2.08%,2.69%,3.20%,14.31%,13.00%,定开债券,5.30亿元（2019-12-31）,2016-06-24,博时基金
002903,广发中证500ETF联接C,0.00%,10元起购,8.63%,17.96%,18.00%,21.64%,-7.04%,1.61%,联接基金,26.87亿元（2019-12-31）,2016-06-15,广发基金
002902,财通资管积极收益债券C,0.00%,100元起购,1.13%,2.35%,3.18%,4.69%,16.29%,18.15%,债券型,0.62亿元（2019-12-31）,2016-07-19,财通资管
002983,长信国防军工量化混合A,0.15%,100元起购,18.18%,30.87%,25.42%,38.17%,-3.63%,-3.21%,混合型,3.72亿元（2019-12-31）,2017-01-05,长信基金
003040,广发集富纯债C,0.00%,100元起购,0.58%,1.36%,2.04%,3.13%,11.70%,11.82%,债券型,0.30亿元（2019-12-31）,2017-01-13,广发基金
002989,融通通乾研究精选混合,0.15%,100元起购,7.97%,13.98%,11.07%,29.52%,43.18%,46.71%,混合型,5.58亿元（2019-12-31）,2016-08-12,融通基金
002988,平安鼎信债券,暂停申购,暂停申购,1.39%,2.46%,5.70%,5.38%,18.65%,19.99%,债券型,10.54亿元（2019-12-31）,2016-07-21,平安基金
002987,广发沪深300ETF联接C,0.00%,10元起购,2.78%,6.20%,7.02%,17.60%,22.72%,33.21%,联接基金,14.99亿元（2019-12-31）,2016-07-06,广发基金
002986,泰康丰盈债券,0.08%,100元起购,2.47%,3.62%,4.66%,8.50%,20.26%,20.45%,债券型,9.40亿元（2019-12-31）,2016-08-24,泰康资产
002985,中银季季红定开债,0.08%,100元起购,1.34%,4.07%,4.66%,6.25%,18.94%,18.03%,定开债券,13.19亿元（2019-12-31）,2016-07-15,中银基金
002984,广发中证环保ETF联接C,0.00%,10元起购,7.96%,23.50%,21.28%,20.79%,-14.57%,-12.23%,联接基金,1.43亿元（2019-12-31）,2016-07-06,广发基金
003147,大成动态量化混合,0.15%,100元起购,15.80%,31.92%,36.59%,52.80%,32.29%,32.42%,混合型,0.40亿元（2019-12-31）,2016-09-20,大成基金
003146,融通通优债券,0.08%,100元起购,0.62%,1.36%,1.99%,3.20%,12.21%,13.21%,债券型,14.25亿元（2019-12-31）,2016-08-09,融通基金
003142,鹏华弘达混合A,0.15%,100元起购,1.23%,3.35%,4.79%,8.42%,149.11%,149.13%,混合型,3.52亿元（2019-12-31）,2016-08-10,鹏华基金
003135,金元顺安沣楹债券,0.06%,100元起购,3.35%,7.02%,8.04%,11.02%,22.36%,20.11%,债券型,14.81亿元（2019-12-31）,2016-09-22,金元顺安基金
003134,易方达裕鑫债券C,暂停申购,暂停申购,7.43%,13.99%,15.70%,24.25%,34.76%,32.54%,债券型,0.86亿元（2019-12-31）,2016-09-05,易方达基金
003145,中融竞争优势,0.15%,100元起购,14.62%,33.96%,42.11%,66.97%,31.64%,15.34%,股票型,0.91亿元（2019-12-31）,2016-09-07,中融基金
003143,鹏华弘达混合C,1.50%,100元起购,1.23%,3.34%,4.76%,8.34%,19.04%,17.36%,混合型,2.85亿元（2019-12-31）,2016-08-10,鹏华基金
003144,华宝新机遇混合(LOF)C,暂停申购,暂停申购,2.18%,4.40%,6.67%,13.73%,23.72%,26.43%,混合型,2.06亿元（2019-12-31）,2016-08-04,华宝基金
003317,中银证券现金管家货币B,0.00%,100元起购,0.22%,0.67%,1.32%,2.63%,10.48%,11.30%,货币型,34.93亿元（2019-12-31）,2016-12-07,中银证券
003316,中银证券现金管家货币A,0.00%,100元起购,0.20%,0.61%,1.20%,2.39%,9.69%,10.44%,货币型,45.01亿元（2019-12-31）,2016-12-07,中银证券
003315,景顺长城政策性金融债,0.06%,100元起购,0.51%,1.49%,2.52%,2.68%,11.81%,12.08%,债券型,25.36亿元（2019-12-31）,2017-01-25,景顺长城基金
003223,广发景丰纯债,暂停申购,暂停申购,0.52%,1.25%,1.83%,3.53%,12.45%,13.33%,债券型,41.72亿元（2019-12-31）,2016-11-23,广发基金
003222,新华丰利债券C,0.00%,100元起购,1.71%,3.75%,4.86%,7.46%,13.37%,14.13%,债券型,0.11亿元（2019-12-31）,2016-10-26,新华基金
003314,浙商惠南纯债债券,0.08%,100元起购,0.56%,1.36%,1.93%,3.37%,13.59%,14.39%,债券型,20.72亿元（2019-12-31）,2016-11-17,浙商基金
003312,大摩睿成中小盘弹性股票,0.15%,100元起购,10.71%,22.60%,23.76%,28.19%,-3.21%,-3.05%,股票型,0.56亿元（2019-12-31）,2017-01-16,摩根士丹利华鑫基金
003313,中银睿享定开债券,暂停申购,暂停申购,0.80%,1.84%,2.31%,4.06%,15.20%,14.92%,定开债券,240.63亿元（2019-12-31）,2016-09-22,中银基金
003310,兴业启元一年定开债C,0.00%,100元起购,1.24%,2.24%,2.58%,4.32%,10.93%,10.97%,定开债券,1.33亿元（2019-12-31）,2016-10-27,兴业基金
003309,兴业启元一年定开债A,0.06%,100元起购,1.28%,2.36%,2.80%,4.76%,12.29%,12.47%,定开债券,1.27亿元（2019-12-31）,2016-10-27,兴业基金
003407,景顺长城景泰丰利纯债A,0.08%,100元起购,0.69%,1.54%,2.22%,3.77%,26.86%,27.29%,债券型,92.43亿元（2019-12-31）,2017-01-13,景顺长城基金
003406,南方多元定开债券,0.08%,100元起购,5.57%,6.32%,6.78%,8.86%,33.77%,33.11%,定开债券,50.94亿元（2019-12-31）,2016-09-29,南方基金
003403,华商瑞丰短债A,0.03%,100元起购,0.49%,1.19%,2.01%,2.71%,--,4.67%,债券型,3.26亿元（2019-12-31）,2017-03-01,华商基金
003451,招商招信定开债C,暂停申购,暂停申购,--,--,--,--,--,0.00%,定开债券,0.00亿元（2019-06-30）,2017-03-10,招商基金
003450,招商招信定开债A,暂停申购,暂停申购,0.67%,1.19%,1.47%,3.33%,--,14.12%,定开债券,20.75亿元（2019-12-31）,2017-03-10,招商基金
003494,富国天惠成长混合C,0.00%,10元起购,8.75%,18.30%,20.89%,54.38%,--,53.18%,混合型,7.59亿元（2019-12-31）,2017-03-23,富国基金
003493,申万菱信安鑫优选混合A,0.07%,100元起购,3.33%,5.71%,6.50%,13.35%,18.86%,19.70%,混合型,4.83亿元（2019-12-31）,2016-11-07,申万菱信基金
003492,前海开源外向企业股票,0.15%,100元起购,11.63%,13.41%,16.52%,26.63%,30.63%,32.54%,股票型,0.17亿元（2019-12-31）,2016-11-17,前海开源基金
003487,平安惠融纯债,暂停申购,暂停申购,0.91%,2.03%,2.65%,4.01%,13.02%,13.58%,债券型,22.57亿元（2019-12-31）,2016-11-01,平安基金
003486,平安惠隆纯债,暂停申购,暂停申购,0.32%,-0.83%,-0.31%,0.93%,8.18%,5.65%,债券型,0.22亿元（2019-12-31）,2016-11-23,平安基金
003485,金鹰鑫益混合C,0.00%,100元起购,3.29%,5.19%,6.14%,11.86%,16.28%,17.35%,混合型,0.09亿元（2019-12-31）,2016-11-16,金鹰基金
003595,长盛盛崇灵活配置混合C,0.00%,100元起购,0.46%,1.02%,1.48%,2.71%,17.55%,18.85%,混合型,0.61亿元（2019-12-31）,2016-11-10,长盛基金
003593,国泰景气行业灵活配置混合,0.15%,100元起购,2.12%,4.81%,3.65%,34.53%,--,42.67%,混合型,6.17亿元（2019-12-31）,2017-03-20,国泰基金
003594,长盛盛崇灵活配置混合A,0.08%,100元起购,0.47%,1.04%,1.55%,3.08%,20.24%,21.60%,混合型,0.00亿元（2019-12-31）,2016-11-10,长盛基金
003592,华泰柏瑞享利混合C,0.00%,100元起购,0.06%,2.91%,5.18%,11.64%,22.90%,24.50%,混合型,0.03亿元（2019-12-31）,2016-12-29,华泰柏瑞基金
003591,华泰柏瑞享利混合A,0.15%,100元起购,0.09%,2.87%,5.20%,11.53%,23.46%,25.19%,混合型,2.32亿元（2019-12-31）,2016-12-29,华泰柏瑞基金
003590,建信睿富纯债债券,暂停申购,暂停申购,0.53%,1.27%,1.91%,3.33%,12.51%,13.04%,债券型,74.08亿元（2019-12-31）,2016-11-25,建信基金
003589,东吴增鑫宝货币B,0.00%,5000000元起购,0.22%,0.66%,1.29%,2.52%,10.32%,11.37%,货币型,105.75亿元（2019-12-31）,2016-11-07,东吴基金
003588,东吴增鑫宝货币A,0.00%,100元起购,0.20%,0.60%,1.16%,2.27%,9.53%,10.50%,货币型,0.21亿元（2019-12-31）,2016-11-07,东吴基金
003713,英大睿盛A,0.08%,100元起购,9.08%,17.25%,21.86%,43.27%,41.85%,47.12%,混合型,1.73亿元（2019-12-31）,2016-11-30,英大基金
003712,泰达宏利京元宝货币B,0.00%,5000000元起购,0.25%,0.73%,1.46%,2.83%,11.39%,12.34%,货币型,172.39亿元（2019-12-31）,2016-11-23,泰达宏利基金
003711,泰达宏利京元宝货币A,0.00%,100元起购,0.23%,0.67%,1.34%,2.59%,10.59%,11.46%,货币型,1.56亿元（2019-12-31）,2016-11-23,泰达宏利基金
003708,博时民丰纯债A,0.08%,100元起购,0.86%,1.87%,2.58%,4.16%,14.33%,15.12%,债券型,18.17亿元（2019-12-31）,2016-11-30,博时基金
003709,博时民丰纯债C,0.00%,100元起购,0.82%,1.77%,2.37%,3.74%,12.96%,13.66%,债券型,0.00亿元（2019-12-31）,2016-11-30,博时基金
003704,光大保德信事件驱动混合,0.15%,100元起购,-1.02%,4.44%,4.86%,8.24%,0.85%,1.74%,混合型,0.60亿元（2019-12-31）,2017-01-18,光大保德信基金
003703,博时富鑫纯债,0.08%,100元起购,0.88%,2.13%,2.56%,4.04%,10.98%,11.66%,债券型,84.67亿元（2019-12-31）,2016-11-17,博时基金
003702,平安中证沪港深高股息,0.12%,100元起购,2.96%,6.80%,11.84%,9.14%,3.01%,3.07%,股票指数,0.14亿元（2019-12-31）,2017-01-25,平安基金
003837,东方臻享纯债债券A,暂停申购,暂停申购,0.82%,1.83%,2.65%,4.90%,15.03%,17.23%,债券型,9.81亿元（2019-12-31）,2016-11-28,东方基金
003835,鹏华沪深港新兴成长混合,0.15%,100元起购,7.85%,21.18%,23.32%,26.54%,69.42%,74.50%,混合型,1.29亿元（2019-12-31）,2016-12-02,鹏华基金
003834,华夏能源革新股票,0.15%,100元起购,10.26%,49.21%,58.48%,57.65%,--,50.40%,股票型,9.32亿元（2019-12-31）,2017-06-07,华夏基金
003832,中银丰润定期开放债券,暂停申购,暂停申购,1.24%,2.64%,2.89%,4.91%,15.70%,15.93%,定开债券,162.23亿元（2019-12-31）,2016-12-01,中银基金
003831,建信鑫瑞回报灵活配置混合,暂停申购,暂停申购,2.77%,5.63%,7.25%,14.42%,--,25.80%,混合型,5.78亿元（2019-12-31）,2017-03-01,建信基金
003828,鹏华兴惠定期开放混合,0.08%,100元起购,2.56%,5.73%,9.73%,16.60%,21.86%,22.21%,混合型,1.95亿元（2019-12-31）,2017-01-25,鹏华基金
003827,华夏鼎汇债券C,暂停申购,暂停申购,3.74%,5.10%,5.17%,6.93%,13.63%,13.86%,债券型,0.00亿元（2019-12-31）,2017-01-18,华夏基金
003826,华夏鼎汇债券A,暂停申购,暂停申购,3.77%,5.18%,5.33%,7.26%,14.67%,14.93%,债券型,1.11亿元（2019-12-31）,2017-01-18,华夏基金
003956,南方教育股票,0.15%,100元起购,21.42%,53.73%,82.09%,119.44%,92.03%,92.36%,股票型,3.04亿元（2019-12-31）,2017-01-25,南方基金
003957,安信量化精选沪深300增强A,0.08%,100元起购,5.39%,11.09%,14.93%,29.72%,--,30.30%,股票指数,0.03亿元（2019-12-31）,2017-03-16,安信基金
004101,国泰民安增益纯债A,0.06%,100元起购,0.75%,1.17%,1.88%,3.46%,--,6.96%,债券型,14.06亿元（2019-12-31）,2017-08-31,国泰基金
003955,国泰民丰回报定开混合,0.08%,100元起购,0.54%,5.31%,17.50%,52.13%,--,85.51%,混合型,3.79亿元（2019-12-31）,2017-03-31,国泰基金
003950,博时鑫润混合A,0.08%,100元起购,1.24%,3.42%,7.56%,18.23%,28.71%,29.55%,混合型,0.01亿元（2019-12-31）,2016-12-07,博时基金
003952,兴业嘉瑞6个月定开债A,暂停申购,暂停申购,1.14%,2.25%,3.12%,5.35%,--,18.07%,定开债券,10.43亿元（2019-12-31）,2017-03-20,兴业基金
003953,兴业嘉瑞6个月定开债C,暂停申购,暂停申购,1.08%,2.09%,2.83%,4.83%,--,16.62%,定开债券,0.00亿元（2019-12-31）,2017-03-20,兴业基金
003951,博时鑫润混合C,0.08%,100元起购,1.24%,3.40%,7.52%,18.12%,28.75%,29.56%,混合型,2.31亿元（2019-12-31）,2016-12-07,博时基金
003949,兴全稳泰债券A,0.06%,100元起购,0.69%,1.63%,2.44%,4.82%,15.32%,16.13%,债券型,47.49亿元（2019-12-31）,2016-12-16,兴全基金
004100,鹏华安益增强混合,0.15%,10元起购,0.91%,1.78%,3.17%,5.06%,18.28%,18.30%,混合型,3.15亿元（2019-12-31）,2017-02-22,鹏华基金
004099,前海开源沪港深景气行业精选混合,0.15%,100元起购,3.78%,14.35%,22.55%,21.95%,--,42.72%,混合型,0.49亿元（2019-12-31）,2017-05-08,前海开源基金
004098,前海开源港股通股息率50强,0.15%,100元起购,-2.66%,-1.44%,0.79%,-4.29%,--,-7.62%,股票型,1.27亿元（2019-12-31）,2017-05-08,前海开源基金
004097,农银汇理日日鑫交易型货币A,0.00%,100元起购,0.21%,0.63%,1.23%,2.52%,10.66%,11.27%,货币型,97.28亿元（2019-12-31）,2016-12-27,农银汇理基金
004093,金元顺安桉盛债券A,0.06%,100元起购,1.84%,3.12%,3.44%,6.32%,--,15.97%,债券型,1.45亿元（2019-12-31）,2017-03-30,金元顺安基金
004092,博时沪港深价值优选C,0.00%,100元起购,0.89%,2.13%,7.53%,12.06%,20.78%,22.99%,混合型,0.19亿元（2019-12-31）,2017-01-25,博时基金
004091,博时沪港深价值优选A,0.15%,100元起购,0.93%,2.25%,7.79%,12.62%,24.20%,24.75%,混合型,0.25亿元（2019-12-31）,2017-01-25,博时基金
004353,嘉实新添华定期混合,0.00%,100元起购,0.45%,1.63%,3.75%,6.16%,--,19.00%,混合型,1.18亿元（2019-12-31）,2017-03-17,嘉实基金
004457,光大信多策略智选定开混合,0.10%,100元起购,6.17%,24.08%,26.33%,31.26%,--,39.78%,混合型,1.02亿元（2019-12-31）,2017-05-16,光大保德信基金
004454,前海开源盈鑫C,0.00%,100元起购,1.22%,1.11%,6.22%,19.61%,--,32.93%,混合型,0.46亿元（2019-12-31）,2017-03-21,前海开源基金
004453,前海开源盈鑫A,0.15%,100元起购,1.23%,1.11%,6.25%,19.65%,--,31.99%,混合型,1.80亿元（2019-12-31）,2017-03-21,前海开源基金
004456,兴银消费新趋势灵活配置,1.50%,100元起购,13.15%,24.35%,23.18%,29.95%,--,18.48%,混合型,8.73亿元（2019-12-31）,2017-06-15,兴银基金
004455,中欧康裕混合C,暂停申购,暂停申购,1.21%,3.16%,4.40%,8.95%,--,21.57%,混合型,0.01亿元（2019-12-31）,2017-03-15,中欧基金
004535,添富年年益定开混合C,0.00%,100元起购,3.62%,6.34%,6.96%,12.84%,--,19.70%,混合型,0.17亿元（2019-12-31）,2017-05-15,汇添富基金
004534,添富年年益定开混合A,0.10%,100元起购,3.65%,6.45%,7.18%,13.24%,--,20.97%,混合型,0.45亿元（2019-12-31）,2017-05-15,汇添富基金
004533,民生加银中证港股通指数C,0.00%,100元起购,-2.35%,-1.41%,8.57%,-3.73%,--,-5.16%,股票指数,0.09亿元（2019-12-31）,2017-06-02,民生加银基金
004602,前海开源润和债券A,0.08%,100元起购,1.31%,2.86%,3.44%,5.14%,--,15.18%,债券型,3.13亿元（2019-12-31）,2017-08-14,前海开源基金
004601,博时富腾纯债债券,0.08%,100元起购,0.91%,2.06%,2.67%,5.06%,--,15.17%,债券型,4.06亿元（2019-12-31）,2017-06-27,博时基金
004598,南方银行ETF联接C,0.00%,100元起购,-2.17%,-2.26%,2.32%,13.00%,--,12.48%,联接基金,1.00亿元（2019-12-31）,2017-06-29,南方基金
004597,南方银行ETF联接A,0.12%,100元起购,-2.14%,-2.17%,2.52%,13.44%,--,13.67%,联接基金,0.83亿元（2019-12-31）,2017-06-29,南方基金
004596,中科沃土沃安中短利率A,0.04%,100元起购,0.50%,1.38%,1.93%,7.62%,--,10.61%,债券型,0.29亿元（2019-12-31）,2018-08-22,中科沃土基金
004716,信诚量化阿尔法股票,0.15%,100元起购,4.19%,9.05%,11.60%,24.78%,--,23.96%,股票型,2.49亿元（2019-12-31）,2017-07-12,中信保诚基金
004653,建信鑫利回报灵活配置混合C,0.00%,100元起购,2.96%,7.36%,9.59%,27.24%,--,7.06%,混合型,1.02亿元（2019-12-31）,2018-01-10,建信基金
004710,民生加银鹏程混合A,暂停申购,暂停申购,3.33%,6.36%,8.96%,13.95%,--,23.11%,混合型,3.69亿元（2019-12-31）,2018-02-13,民生加银基金
004652,建信鑫利回报灵活配置混合A,0.15%,100元起购,2.99%,7.47%,9.87%,27.84%,--,5.33%,混合型,0.57亿元（2019-12-31）,2018-01-10,建信基金
004709,红塔红土盛商一年定开债C,0.00%,100元起购,6.59%,8.70%,9.32%,9.39%,--,13.80%,定开债券,0.03亿元（2019-12-31）,2017-09-15,红塔红土
004651,长信利丰债券E,暂停申购,暂停申购,4.48%,6.38%,6.71%,7.94%,--,14.50%,债券型,0.50亿元（2019-12-31）,2017-05-19,长信基金
004761,国寿安保稳瑞混合C,暂停申购,暂停申购,3.37%,8.44%,9.58%,12.90%,--,16.70%,混合型,0.21亿元（2019-12-31）,2018-02-07,国寿安保基金
004760,国寿安保稳瑞混合A,暂停申购,暂停申购,3.38%,8.47%,9.64%,13.02%,--,16.97%,混合型,2.68亿元（2019-12-31）,2018-02-07,国寿安保基金
004757,国寿安保稳吉混合C,暂停申购,暂停申购,2.46%,4.55%,5.41%,10.13%,--,14.81%,混合型,0.00亿元（2019-12-31）,2017-12-26,国寿安保基金
004756,国寿安保稳吉混合A,暂停申购,暂停申购,2.48%,4.56%,5.46%,10.25%,--,15.05%,混合型,4.23亿元（2019-12-31）,2017-12-26,国寿安保基金
004753,广发中证传媒ETF联接C,0.00%,10元起购,10.87%,26.59%,32.32%,29.42%,--,-2.92%,联接基金,3.41亿元（2019-12-31）,2018-01-02,广发基金
004818,国寿安保目标策略混合发起A,暂停申购,暂停申购,9.27%,20.17%,23.07%,21.10%,--,-5.57%,混合型,3.91亿元（2019-12-31）,2017-10-24,国寿安保基金
004814,中欧红利优享混合A,0.15%,100元起购,0.87%,3.20%,7.60%,20.21%,--,7.71%,混合型,0.57亿元（2019-12-31）,2018-04-19,中欧基金
